WORK_HEADER_ID,COD_SGAE,WORK_TYPE_ID,DOC_DATE,START_EFFECTIVITY_DATE,PERCENTAGE_D,PERCENTAGE_F,PERCENTAGE_L,PERCENTAGE_M,CMP_PERCENTAGE,CMP_LENGTH,CSS_LENGTH,CSS_PERCENTAGE,DISTRIBUTION_TYPOLOGY_ID,NATIONALITY_ID,W_WORK_LENGTH,W_MUSIC_LENGTH,E_WORK_LENTH,E_MUSIC_LENGTH,VERSION_ID,CONTRACT_DEFAULT
655075,6047874,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
1217917,50096359,6,2019-04-01 00:00:00,2019-04-01 00:00:00,,,,,,,,,,,,,,,1,0
1253691,35266,5,2022-02-04 14:16:21,2022-02-04 00:00:00,,,,,,,,,,,,,,,1,0
1086095,7976906,6,2014-04-15 00:00:00,2014-04-15 00:00:00,,,,,,,,,,,,,,,1,0
640248,6014107,6,2015-04-08 00:00:00,2015-04-08 00:00:00,,,,,,,,,,,,,,,1,0
644372,6009573,6,2017-06-09 00:00:00,2017-06-09 00:00:00,,,,,,,,,,,,,,,1,0
39213,7014973,1,,1994-07-07 00:00:00,,,,,,,114,6.83,4,212,5460,1669,,,,1
11059,21932,2,2009-03-24 00:00:00,2009-03-24 00:00:00,,,,,,,,,1,100,,,,,,0
640248,6014107,6,2015-04-08 00:00:00,2015-04-08 00:00:00,,,,,,,,,,,,,,,1,0
644373,6009575,6,2017-06-09 00:00:00,2017-06-09 00:00:00,,,,,,,,,,,,,,,1,0
1217915,50096357,6,2019-04-01 00:00:00,2019-04-01 00:00:00,,,,,,,,,,,,,,,1,0
655080,6047879,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
655083,6047882,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
1241218,50118821,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
1086095,7976906,6,2014-04-15 00:00:00,2014-04-15 00:00:00,,,,,,,,,,,,,,,1,0
1217923,50096365,6,2019-04-01 00:00:00,2019-04-01 00:00:00,,,,,,,,,,,,,,,1,0
655078,6047877,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
655079,6047878,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
1241220,50118823,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
1216890,33978,5,2019-03-25 00:00:00,2019-03-25 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
1213029,50091624,6,2019-08-01 00:00:00,2019-08-01 00:00:00,,,,,,,,,,,,,,,1,0
1178798,50058481,6,2018-10-11 00:00:00,2018-10-11 00:00:00,,,,,,,,,,,,,,,1,0
1178834,50058515,6,2020-01-20 00:00:00,2020-01-20 00:00:00,,,,,,,,,,,,,,,1,0
1287824,36407,5,2020-11-10 08:32:01,2020-11-10 00:00:00,,,,,,,,,,,,,,,1,0
623265,28853,5,2015-02-23 00:00:00,2015-02-23 00:00:00,,,,,,,,,,,,,,,1,0
44420,7020836,1,1991-02-26 00:00:00,1991-02-26 00:00:00,,,,,,,2164,100,1,100,5280,2199,,,,0
640247,6014106,6,2015-04-08 00:00:00,2015-04-08 00:00:00,,,,,,,,,,,,,,,1,0
1296482,36764,5,2021-01-21 08:31:45,2021-01-21 00:00:00,,,,,,,,,,,,,,,1,0
1009590,7750123,4,2009-10-15 00:00:00,2009-10-15 00:00:00,,,,,,,,,,,,,,,1,0
1217913,50096355,6,2019-04-01 00:00:00,2019-04-01 00:00:00,,,,,,,,,,,,,,,1,0
655076,6047875,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
655077,6047876,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
1241214,50118817,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
44420,7020836,1,1991-02-26 00:00:00,1991-02-26 00:00:00,,,,,,,2164,100,1,100,5280,2199,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
51599,7070273,1,1991-10-09 00:00:00,1991-10-09 00:00:00,,,,,,,,,5,510,,,,,,0
1213030,50091625,6,2019-08-01 00:00:00,2019-08-01 00:00:00,,,,,,,,,,,,,,,1,0
1178807,50058490,6,2018-10-11 00:00:00,2018-10-11 00:00:00,,,,,,,,,,,,,,,1,0
1182936,50062544,6,2018-10-11 00:00:00,2018-10-11 00:00:00,,,,,,,,,,,,,,,1,0
53056,7087095,1,,1992-11-26 00:00:00,0,0,50,50,,,900,100,1,100,,900,,,,0
611881,7068,5,1992-07-29 00:00:00,1992-07-29 00:00:00,,,,,,,,,,,,,,,1,0
611881,7068,5,1992-07-29 00:00:00,1992-07-29 00:00:00,,,,,,,,,,,,,,,1,0
157057,7024064,3,1991-04-09 00:00:00,1991-04-09 00:00:00,,,,,,,180,13.043,,,,,,1380,,0
157057,7024064,3,1991-04-09 00:00:00,1991-04-09 00:00:00,,,,,,,180,13.043,,,,,,1380,,0
157057,7024064,3,1991-04-09 00:00:00,1991-04-09 00:00:00,,,,,,,180,13.043,,,,,,1380,,0
1241226,50118829,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655376,6047975,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655377,6047976,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1284585,50160798,6,2020-10-13 09:03:56,2020-10-13 00:00:00,,,,,,,,,,,,,,,1,0
1241228,50118831,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655378,6047977,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655379,6047978,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1284587,50160800,6,2020-10-13 09:03:56,2020-10-13 00:00:00,,,,,,,,,,,,,,,1,0
137277,6036045,3,2015-12-03 00:00:00,2015-12-03 00:00:00,,,,,,,59,2.304,,,,,2700,2560,,0
1038771,7834477,4,2011-07-05 00:00:00,2011-07-05 00:00:00,,,,,,,,,,,,,,,1,0
642998,6012302,6,2015-03-27 00:00:00,2015-03-27 00:00:00,,,,,,,,,,,,,,,1,0
1075896,7950012,6,2013-09-13 00:00:00,2013-09-13 00:00:00,,,,,,,,,,,,,,,1,0
1241222,50118825,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655374,6047973,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655375,6047974,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1284583,50160796,6,2020-10-13 09:03:56,2020-10-13 00:00:00,,,,,,,,,,,,,,,1,0
655377,6047976,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655380,6047979,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655380,6047979,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1284589,50160802,6,2020-10-13 09:03:56,2020-10-13 00:00:00,,,,,,,,,,,,,,,1,0
1178888,32794,2,2020-03-13 00:00:00,2020-03-13 00:00:00,,,,,,,,,1,217,,,,,,0
1178888,32794,2,2020-03-13 00:00:00,2020-03-13 00:00:00,,,,,,,,,1,217,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
9615,19405,2,2006-08-09 00:00:00,2006-08-09 00:00:00,,,,,,,,,1,207,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
1272860,35858,5,2020-07-03 08:41:00,2020-07-03 00:00:00,,,,,,,,,,,,,,,1,0
1272860,35858,5,2020-07-03 08:41:00,2020-07-03 00:00:00,,,,,,,,,,,,,,,1,0
1272860,35858,5,2020-07-03 08:41:00,2020-07-03 00:00:00,,,,,,,,,,,,,,,1,0
1272860,35858,5,2020-07-03 08:41:00,2020-07-03 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
7725,15904,2,,1993-08-02 00:00:00,,,,,,,,,4,212,,,,,,1
8821,18025,2,2004-06-14 00:00:00,2004-06-14 00:00:00,,,,,,,,,1,112,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
11724,23064,2,,2014-10-22 00:00:00,,,,,,,,,4,212,,,,,,1
1241216,50118819,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655372,6047971,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
655373,6047972,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1284581,50160794,6,2020-10-13 09:03:56,2020-10-13 00:00:00,,,,,,,,,,,,,,,1,0
1241230,50118833,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
1241229,50118832,3,2021-04-14 14:07:35,2021-04-14 00:00:00,,,,,,,,,,,,,,,,0
860586,7442072,4,2000-05-11 00:00:00,2000-05-11 00:00:00,,,,,,,,,,,,,,,1,0
626669,700514,4,1990-05-24 00:00:00,1990-05-24 00:00:00,,,,,,,,,,,,,,,1,0
1648,4004,2,1991-04-17 00:00:00,1991-04-17 00:00:00,,,,,,,,,1,100,,,,,,0
1648,4004,2,1991-04-17 00:00:00,1991-04-17 00:00:00,,,,,,,,,1,100,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
642997,6012301,6,2015-03-27 00:00:00,2015-03-27 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
1089955,7997146,6,2014-10-27 00:00:00,2014-10-27 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
143299,6046365,3,2022-04-12 10:16:33,2022-04-12 00:00:00,,,,,,,75,3.272,,,,,,2292,,0
11025,21871,2,2009-03-09 00:00:00,2009-03-09 00:00:00,,,,,,,,,1,100,,,,,,0
617561,20762,5,2008-03-25 00:00:00,2008-03-25 00:00:00,,,,,,,,,,,,,,,1,0
619227,24435,5,2011-03-29 00:00:00,2011-03-29 00:00:00,,,,,,,,,,,,,,,1,0
617561,20762,5,2008-03-25 00:00:00,2008-03-25 00:00:00,,,,,,,,,,,,,,,1,0
1048317,7871965,4,2012-04-10 00:00:00,2012-04-10 00:00:00,,,,,,,,,,,,,,,1,0
1199494,50078630,4,2019-04-30 00:00:00,2019-04-30 00:00:00,,,,,,,,,,,,,,,1,0
5190,11301,2,1995-06-12 00:00:00,1995-06-12 00:00:00,,,,,,,,,3,126,,,,,,0
609698,1840,5,1991-09-19 00:00:00,1991-09-19 00:00:00,,,,,,,,,,,,,,,1,0
23446,6057819,1,,2016-06-22 00:00:00,25,0,50,25,,,695,100,1,100,1020,695,,,,0
1144870,50025609,4,2017-07-03 00:00:00,2017-07-03 00:00:00,,,,,,,,,,,,,,,1,0
1256004,50133131,4,2020-03-20 00:00:00,2020-03-20 00:00:00,,,,,,,,,,,,,,,1,0
3664,8295,2,1993-02-22 00:00:00,1993-02-22 00:00:00,,,,,,,,,1,100,,,,,,0
1664,4050,2,,1993-08-02 00:00:00,,,,,0.15,194,,,4,212,,,,,,1
3664,8295,2,1993-02-22 00:00:00,1993-02-22 00:00:00,,,,,,,,,1,100,,,,,,0
963260,7648479,4,2007-02-08 00:00:00,2007-02-08 00:00:00,,,,,,,,,,,,,,,1,0
1039930,7850434,4,2011-11-21 00:00:00,2011-11-21 00:00:00,,,,,,,,,,,,,,,1,0
1075897,7950013,6,2013-09-13 00:00:00,2013-09-13 00:00:00,,,,,,,,,,,,,,,1,0
1060302,7901203,6,2012-09-14 00:00:00,2012-09-14 00:00:00,,,,,,,,,,,,,,,1,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
41559,7017825,1,,1991-01-08 00:00:00,0,0,50,50,,,510,20.7,1,728,6300,2527,,,,0
149080,6057337,3,2016-06-14 00:00:00,2016-06-14 00:00:00,,,,,,,57,2.324,,,,,,,,0
9392,19000,2,2005-12-21 00:00:00,2005-12-21 00:00:00,,,,,,,,,1,112,,,,,,0
631753,2400227,4,,1990-05-24 00:00:00,0,3.75,46.25,50,,,,,,,,,,,1,0
1025134,7797035,6,2010-11-08 00:00:00,2010-11-08 00:00:00,,,,,,,,,,,,,,,1,0
1060356,7901293,6,2017-12-04 00:00:00,2017-12-04 00:00:00,,,,,,,,,,,,,,,1,0
1038771,7834477,4,2011-07-05 00:00:00,2011-07-05 00:00:00,,,,,,,,,,,,,,,1,0
1075896,7950012,6,2013-09-13 00:00:00,2013-09-13 00:00:00,,,,,,,,,,,,,,,1,0
642998,6012302,6,2015-03-27 00:00:00,2015-03-27 00:00:00,,,,,,,,,,,,,,,1,0
1241220,50118823,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655356,6047887,6,2016-04-05 00:00:00,2016-04-05 00:00:00,,,,,,,,,,,,,,,1,0
655370,6047969,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1241228,50118831,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
639860,6013793,6,2015-04-06 00:00:00,2015-04-06 00:00:00,,,,,,,,,,,,,,,1,0
1241218,50118821,6,2019-11-13 00:00:00,2019-11-13 00:00:00,,,,,,,,,,,,,,,1,0
655371,6047970,6,2016-04-06 00:00:00,2016-04-06 00:00:00,,,,,,,,,,,,,,,1,0
